UCF Code,Status,City L1,Date of Onboarding
GCD-25297,Blacklisted,Batam,2025-07-16
GCD-25282,Blacklisted,Palembang,2025-07-16
GCD-25296,Blacklisted,Jabodetabek,2025-07-18
GCD-25293,Active,Yogyakarta,2025-07-18
GCD-25303,Blacklisted,Semarang,2025-07-18
GCD-12040,Active,Jabodetabek,2025-07-18
GCD-25562,Blacklisted,Semarang,2025-07-21
GCD-25310,Blacklisted,Batam,2025-07-21
GCD-25418,Blacklisted,Batam,2025-07-21
GCD-25323,Active,Semarang,2025-07-21
GCD-25341,Active,Medan,2025-07-22
GCD-25313,Active,Jabodetabek,2025-07-22
GCD-25319,Active,Jabodetabek,2025-07-22
GCD-25320,Active,Batam,2025-07-23
GCD-25311,Active,Jabodetabek,2025-07-23
GCD-25322,Active,Palembang,2025-07-23
GCD-20386,Active,Jabodetabek,2025-07-23
GCD-25336,Active,Surabaya,2025-07-23
GCD-14154,Active,Bali,2025-07-24
GCD-25318,Active,Jabodetabek,2025-07-24
GCD-25330,Active,Batam,2025-07-26
GCD-25281,Blacklisted,Palembang,2025-07-28
GCD-25328,Active,Pekanbaru,2025-07-28
GCD-25365,Active,Surabaya,2025-07-28
GCD-25321,Blacklisted,Serang,2025-07-28
GCD-6592,Active,Medan,2025-07-28
GCD-25328,Active,Pekanbaru,2025-07-28
GCD-25335,Active,Surabaya,2025-07-29
GCD-11566,Active,Bali,2025-07-29
GCD-25291,Active,Jabodetabek,2025-07-29
GCD-16300,Active,Semarang,2025-07-30
GCD-17978,Active,Semarang,2025-08-01
GCD-25337,Blacklisted,Jabodetabek,2025-08-01
GCD-25327,Blacklisted,Palembang,2025-08-04
GCD-21100,Blacklisted,Jabodetabek,2025-08-05
GCD-25324,Blacklisted,Jabodetabek,2025-08-05
GCD-25351,Active,Surabaya,2025-08-05
GCD-25268,Blacklisted,Surabaya,2025-08-05
GCD-25358,Blacklisted,Medan,2025-08-06
GCD-25354,Active,Surabaya,2025-08-06
GCD-25357,Blacklisted,Batam,2025-08-07
GCD-25342,Active,Jabodetabek,2025-08-07
GCD-25379,Blacklisted,Batam,2025-08-08
GCD-4957,Active,Jabodetabek,2025-08-08
GCD-25377,Blacklisted,Jabodetabek,2025-08-10
GCD-6179,Blacklisted,Jabodetabek,2025-08-11
GCD-2361,Active,Jabodetabek,2025-08-11
GCD-2331,Blacklisted,Jabodetabek,2025-08-11
GCD-25372,Active,Medan,2025-08-12
GCD-25378,Blacklisted,Serang,2025-08-15
GCD-25362,Blacklisted,Jabodetabek,2025-08-15
OX23072519420003852,Active,Surabaya,2025-08-15
GCD-25326,Blacklisted,Palembang,2025-08-19
GCD-21125,Blacklisted,Jabodetabek,2025-08-19
GCD-5536,Active,Jabodetabek,2025-08-19
GCD-25381,Active,Medan,2025-08-19
GCD-25385,Blacklisted,Batam,2025-08-20
GCD-25290,Active,Jabodetabek,2025-08-20
GCD-25370,Active,Jabodetabek,2025-08-21
OX27072512382403865,Active,Batam,2025-08-21
GCD-25392,Blacklisted,Palembang,2025-08-22
GCD-4844,Active,Yogyakarta,2025-08-25
GCD-25371,Blacklisted,Palembang,2025-08-25
GCD-25395,Active,Surabaya,2025-08-26
GCD-25397,Active,Palembang,2025-08-27
GCD-8241,Active,Jabodetabek,2025-08-28
GCD-4761,Active,Jabodetabek,2025-08-28
GCD-18576,Active,Jabodetabek,2025-08-28
GCD-25363,Active,Jabodetabek,2025-08-28
GCD-25407,Blacklisted,Serang,2025-08-29
OX05082522371203889,Active,Jabodetabek,2025-08-29
GCD-25396,Blacklisted,Jabodetabek,2025-08-29
GCD-25406,Active,Yogyakarta,2025-08-29
GCD-25413,Active,Medan,2025-08-29
GCD-3482,Active,Jabodetabek,2025-08-31
GCD-25393,Blacklisted,Jabodetabek,2025-09-01
GCD-20234,Active,Surabaya,2025-09-01
GCD-25412,Active,Semarang,2025-09-02
GCD-25411,Blacklisted,Batam,2025-09-02
GCD-25403,Blacklisted,Semarang,2025-09-02
GCD-25414,Blacklisted,Surabaya,2025-09-03
GCD-16264,Active,Surabaya,2025-09-03
GCD-25422,Active,Palembang,2025-09-04
GCD-25423,Active,Medan,2025-09-08
GCD-25430,Active,Semarang,2025-09-09
GCD-25424,Active,Jabodetabek,2025-09-09
GCD-25401,Active,Jabodetabek,2025-09-09
GCD-25386,Active,Jabodetabek,2025-09-09
GCD-25445,Blacklisted,Medan,2025-09-11
GCD-25475,Active,Jabodetabek,2025-09-11
GCD-15437,Active,Pekanbaru,2025-09-12
GCD-25438,Frozen,Batam,2025-09-12
GCD-25437,Blacklisted,Jabodetabek,2025-09-12
GCD-25440,Blacklisted,Serang,2025-09-12
GCD-13370,Active,Jabodetabek,2025-09-15
GCD-25417,Active,Jabodetabek,2025-09-15
OX13082521422403943,Active,Surabaya,2025-09-15
GCD-25444,Active,Jabodetabek,2025-09-16
GCD-25462,Active,Batam,2025-09-16
GCD-25429,Active,Pekanbaru,2025-09-17
GCD-25456,Blacklisted,Palembang,2025-09-17
GCD-25460,Blacklisted,Palembang,2025-09-17
GCD-25459,Blacklisted,Surabaya,2025-09-17
GCD-25432,Blacklisted,Palembang,2025-09-17
GCD-25471,Active,Jabodetabek,2025-09-17
GCD-3258,Active,Medan,2025-09-17
GCD-25461,Blacklisted,Palembang,2025-09-18
GCD-4537,Blacklisted,Jabodetabek,2025-09-18
GCD-25512,Active,Jabodetabek,2025-09-18
GCD-25415,Active,Semarang,2025-09-19
GCD-25510,Active,Jabodetabek,2025-09-22
OX01092509145004013,Active,Jabodetabek,2025-09-22
GCD-25465,Active,Yogyakarta,2025-09-23
GCD-20326,Active,Jabodetabek,2025-09-24
GCD-25355,Active,Semarang,2025-09-24
GCD-4275,Blacklisted,Serang,2025-09-24
GCD-25481,Blacklisted,Batam,2025-09-24
GCD-25458,Active,Pekanbaru,2025-09-24
GCD-25473,Active,Surabaya,2025-09-25
GCD-25479,Active,Jabodetabek,2025-09-25
GCD-25490,Frozen,Serang,2025-09-25
GCD-25597,Active,Jabodetabek,2025-09-26
GCD-25448,Blacklisted,Pekanbaru,2025-09-26
GCD-25480,Active,Jabodetabek,2025-09-29
GCD-18853,Active,Palembang,2025-09-29
GCD-25496,Active,Medan,2025-09-29
GCD-8766,Blacklisted,Jabodetabek,2025-09-29
GCD-25531,Blacklisted,Batam,2025-09-29
GCD-25469,Blacklisted,Batam,2025-09-29
GCD-25497,Frozen,Serang,2025-09-29
GCD-25492,Active,Surabaya,2025-09-29
GCD-25482,Active,Semarang,2025-09-29
GCD-25488,Active,Semarang,2025-09-29
GCD-25507,Blacklisted,Batam,2025-09-30
GCD-25676,Active,Batam,2025-09-30
GCD-25494,Active,Semarang,2025-09-30
OX03092517160604018,Active,Pekanbaru,2025-09-30
GCD-25457,Active,Yogyakarta,2025-10-01
GCD-25503,Blacklisted,Palembang,2025-10-03
GCD-7879,Blacklisted,Serang,2025-10-03
GCD-25514,Active,Palembang,2025-10-06
GCD-25509,Blacklisted,Semarang,2025-10-07
GCD-25504,Blacklisted,Jabodetabek,2025-10-07
GCD-25524,Active,Jabodetabek,2025-10-09
GCD-25493,Blacklisted,Serang,2025-10-09
OX30082522213504009,Active,Jabodetabek,2025-10-09
OX19092516010904086,Active,Medan,2025-10-09
GCD-25380,Active,Yogyakarta,2025-10-09
GCD-25486,Active,Jabodetabek,2025-10-09
GCD-25498,Active,Palembang,2025-10-09
GCD-25513,Active,Palembang,2025-10-10
GCD-25472,Active,Semarang,2025-10-10
GCD-25552,Active,Jabodetabek,2025-10-11
GCD-25518,Active,Jabodetabek,2025-10-13
GCD-25658,Blacklisted,Batam,2025-10-13
GCD-21097,Blacklisted,Jabodetabek,2025-10-14
GCD-25521,Active,Batam,2025-10-15
GCD-25608,Active,Surabaya,2025-10-15
GCD-25599,Active,Semarang,2025-10-16
GCD-25528,Active,Yogyakarta,2025-10-16
GCD-25442,Active,Palembang,2025-10-17
GCD-20512,Blacklisted,Surabaya,2025-10-20
GCD-25539,Blacklisted,Serang,2025-10-22
GCD-25536,Active,Semarang,2025-10-22
GCD-25527,Active,Jabodetabek,2025-10-22
GCD-25543,Blacklisted,Batam,2025-10-24
OX11082515004603923,Active,Surabaya,2025-10-26
GCD-8600,Blacklisted,Pekanbaru,2025-10-30
GCD-25561,Active,Medan,2025-10-30
GCD-13579,Active,Jabodetabek,2025-11-03
GCD-25557,Active,Yogyakarta,2025-11-04
GCD-25558,Active,Yogyakarta,2025-11-04
GCD-16558,Blacklisted,Jabodetabek,2025-11-05
GCD-3788,Active,Jabodetabek,2025-11-05
GCD-25563,Blacklisted,Batam,2025-11-05
GCD-25523,Active,Jabodetabek,2025-11-06
GCD-20737,Active,Bali,2025-11-07
GCD-25606,Active,Palembang,2025-11-10
GCD-25575,Active,Medan,2025-11-11
GCD-10803,Active,Bali,2025-11-11
GCD-25537,Frozen,Jabodetabek,2025-11-11
GCD-25576,Blacklisted,Batam,2025-11-12
GCD-25544,Frozen,Jabodetabek,2025-11-14
GCD-25587,Active,Serang,2025-11-14
GCD-25596,Blacklisted,Batam,2025-11-17
GCD-7231,Active,Jabodetabek,2025-11-17
GCD-25567,Active,Jabodetabek,2025-11-18
GCD-11492,Blacklisted,Batam,2025-11-20
GCD-25600,Active,Jabodetabek,2025-11-20
GCD-271,Active,Jabodetabek,2025-11-25
GCD-2670,Active,Jabodetabek,2025-11-25
GCD-25604,Active,Jabodetabek,2025-11-25
GCD-8241,Active,Jabodetabek,2025-11-25
GCD-25605,Active,Semarang,2025-11-25
GCD-25620,Blacklisted,Serang,2025-11-25
GCD-25613,Active,Semarang,2025-11-28
GCD-25616,Active,Serang,2025-12-05
GCD-20662,Active,Jabodetabek,2025-12-05
GCD-19890,Active,Yogyakarta,2025-12-05
GCD-20711,Active,Pekanbaru,2025-12-08
GCD-20839,Active,Bandung,2025-12-08
GCD-21031,Active,Jabodetabek,2025-12-08
GCD-9763,Active,Bali,2025-12-09
GCD-25624,Active,Jabodetabek,2025-12-10
GCD-25636,Active,Surabaya,2025-12-10
OX07102516335604126,Active,Palembang,2025-12-11
GCD-20360,Active,Semarang,2025-12-12
GCD-20115,Active,Jabodetabek,2025-12-12
GCD-20161,Active,Surabaya,2025-12-12
GCD-3250,Active,Jabodetabek,2025-12-12
GCD-3202,Active,Jabodetabek,2025-12-12
GCD-20586,Active,Yogyakarta,2025-12-16
GCD-25557,Active,Yogyakarta,2025-12-16
GCD-15012,Active,Yogyakarta,2025-12-16
GCD-25355,Active,Semarang,2025-12-16
GCD-20980,Blacklisted,Jabodetabek,2025-12-16
GCD-15822,Active,Jabodetabek,2025-12-17
GCD-25424,Active,Jabodetabek,2025-12-17
GCD-20653,Active,Jabodetabek,2025-12-17
GCD-20111,Active,Surabaya,2025-12-17
GCD-25615,Blacklisted,Batam,2025-12-17
GCD-20877,Active,Jabodetabek,2025-12-17
GCD-9865,Frozen,Surabaya,2025-12-17
GCD-20405,Active,Semarang,2025-12-17
GCD-3424,Active,Surabaya,2025-12-17
GCD-21119,Active,Pekanbaru,2025-12-17
GCD-20520,Blacklisted,Surabaya,2025-12-18
GCD-2821,Blacklisted,Jabodetabek,2025-12-18
GCD-3086,Active,Jabodetabek,2025-12-18
GCD-19682,Active,Jabodetabek,2025-12-19
GCD-18778,Frozen,Jabodetabek,2025-12-22
GCD-25253,Active,Medan,2025-12-22
GCD-20459,Frozen,Surabaya,2025-12-22
GCD-21121,Active,Jabodetabek,2025-12-22
GCD-20376,Active,Jabodetabek,2025-12-22
GCD-4275,Blacklisted,Serang,2025-12-23
GCD-25486,Active,Jabodetabek,2025-12-23
OX29112509051904214,Active,Serang,2025-12-23
GCD-7879,Blacklisted,Serang,2025-12-24
GCD-6904,Active,Yogyakarta,2025-12-24
GCD-18526,Blacklisted,Jabodetabek,2025-12-29
GCD-21122,Blacklisted,Jabodetabek,2025-12-29
GCD-19424,Active,Jabodetabek,2025-12-30
GCD-25303,Blacklisted,Semarang,2026-01-05
GCD-25415,Active,Semarang,2026-01-06
GCD-20901,Blacklisted,Surabaya,2026-01-06
GCD-20899,Active,Surabaya,2026-01-06
GCD-20045,Active,Surabaya,2026-01-07
GCD-16558,Blacklisted,Jabodetabek,2026-01-08
GCD-20285,Active,Semarang,2026-01-08
OX24112518464904208,Active,Surabaya,2026-01-09
GCD-2183,Active,Jabodetabek,2026-01-09
GCD-19544,Active,Jabodetabek,2026-01-09
GCD-20090,Active,Jabodetabek,2026-01-09
GCD-25633,Active,Jabodetabek,2026-01-09
GCD-20106,Active,Jabodetabek,2026-01-09
GCD-25337,Blacklisted,Jabodetabek,2026-01-14
GCD-25494,Active,Semarang,2026-01-14
GCD-25080,Blacklisted,Batam,2026-01-14
GCD-2497,Active,Jabodetabek,2026-01-15
GCD-25507,Blacklisted,Batam,2026-01-15
GCD-20292,Active,Yogyakarta,2026-01-15
GCD-20849,Frozen,Batam,2026-01-15
GCD-20345,Active,Yogyakarta,2026-01-15
GCD-20089,Frozen,Jabodetabek,2026-01-15
GCD-25527,Active,Jabodetabek,2026-01-15
GCD-20044,Active,Jabodetabek,2026-01-15
GCD-3788,Active,Jabodetabek,2026-01-15
GCD-25291,Active,Jabodetabek,2026-01-16
GCD-20357,Frozen,Jabodetabek,2026-01-16
GCD-13579,Active,Jabodetabek,2026-01-16
GCD-25604,Active,Jabodetabek,2026-01-16
GCD-13370,Active,Jabodetabek,2026-01-16
GCD-3995,Active,Jabodetabek,2026-01-19
GCD-25479,Active,Jabodetabek,2026-01-19
GCD-25657,Blacklisted,Bali,2026-01-19
GCD-21128,Active,Jabodetabek,2026-01-19
GCD-20171,Active,Surabaya,2026-01-20
GCD-3364,Blacklisted,Jabodetabek,2026-01-20
GCD-18866,Active,Surabaya,2026-01-20
GCD-21037,Active,Surabaya,2026-01-20
GCD-20960,Active,Surabaya,2026-01-20
GCD-25576,Blacklisted,Batam,2026-01-20
GCD-17369,Blacklisted,Jabodetabek,2026-01-20
GCD-20372,Frozen,Surabaya,2026-01-20
GCD-9017,Blacklisted,Bali,2026-01-20
GCD-4761,Active,Jabodetabek,2026-01-20
GCD-20790,Active,Surabaya,2026-01-21
GCD-25074,Active,Jabodetabek,2026-01-21
GCD-20556,Active,Surabaya,2026-01-21
GCD-25429,Active,Batam,2026-01-21
GCD-21079,Frozen,Surabaya,2026-01-21
GCD-25605,Active,Semarang,2026-01-21
GCD-25543,Blacklisted,Batam,2026-01-21
GCD-17255,Blacklisted,Surabaya,2026-01-21
GCD-21138,Blacklisted,Serang,2026-01-21
GCD-12471,Active,Jabodetabek,2026-01-21
GCD-25182,Blacklisted,Jabodetabek,2026-01-21
GCD-6854,Active,Jabodetabek,2026-01-21
GCD-11566,Active,Bali,2026-01-21
GCD-21144,Active,Semarang,2206-01-22
GCD-20881,Blacklisted,Batam,2026-01-22
GCD-21047,Active,Batam,2026-01-22
GCD-20446,Active,Yogyakarta,2026-01-22
GCD-25067,Active,Jabodetabek,2026-01-22
GCD-21058,Blacklisted,Jabodetabek,2026-01-22
GCD-17469,Active,Yogyakarta,2026-01-22
GCD-21045,Blacklisted,Jabodetabek,2026-01-22
GCD-13507,Blacklisted,Jabodetabek,2026-01-22
GCD-17090,Frozen,Jabodetabek,2026-01-22
GCD-25363,Active,Jabodetabek,2026-01-22
GCD-20823,Active,Yogyakarta,2026-01-22
GCD-20154,Blacklisted,Surabaya,2026-01-22
GCD-25164,Active,Surabaya,2026-01-23
GCD-21100,Blacklisted,Jabodetabek,2026-01-22
GCD-21049,Active,Medan,2026-01-23
GCD-25015,Active,Jabodetabek,2026-01-23
OX13012602411404277,Active,Surabaya,2026-01-23
GCD-20802,Active,Pekanbaru,2026-01-23
GCD-25668,Active,Jabodetabek,2026-01-23
GCD-21104,Active,Pekanbaru,2026-01-23
GCD-20821,Blacklisted,Jabodetabek,2026-01-23
GCD-16963,Blacklisted,Jabodetabek,2026-01-23
GCD-15956,Active,Jabodetabek,2026-01-23
GCD-16579,Blacklisted,Yogyakarta,2026-01-23
GCD-20992,Blacklisted,Medan,2026-01-23
GCD-18423,Active,Jabodetabek,2026-01-24
GCD-20503,Active,Semarang,2026-01-24
GCD-20954,Blacklisted,Medan,2026-01-24
GCD-20994,Active,Semarang,2026-01-24
GCD-17794,Active,Jabodetabek,2026-01-25
GCD-20622,Blacklisted,Yogyakarta,2026-01-26
GCD-20989,Active,Medan,2026-01-26
GCD-8874,Active,Surabaya,2026-01-26
GCD-17052,Blacklisted,Pekanbaru,2026-01-26
GCD-7707,Active,Semarang,2026-01-26
GCD-4264,Blacklisted,Jabodetabek,2026-01-26
GCD-4651,Active,Jabodetabek,2026-01-26
GCD-20799,Active,Pekanbaru,2026-01-26
GCD-21030,Blacklisted,Medan,2026-01-26
GCD-25407,Blacklisted,Serang,2026-01-26
GCD-20997,Active,Pekanbaru,2026-01-26
GCD-25378,Blacklisted,Serang,2026-01-26
GCD-3736,Active,Jabodetabek,2026-01-26
GCD-19431,Active,Jabodetabek,2026-01-26
GCD-25287,Blacklisted,Serang,2026-01-26
GCD-17566,Frozen,Jabodetabek,2026-01-26
GCD-19830,Blacklisted,Batam,2026-01-27
GCD-18933,Active,Surabaya,2026-01-27
GCD-20928,Active,Semarang,2026-01-27
GCD-21097,Blacklisted,Jabodetabek,2026-01-27
GCD-25473,Active,Surabaya,2026-01-27
GCD-25067,Active,Jabodetabek,2026-01-19
GCD-25259,Blacklisted,Serang,2026-01-27
GCD-20930,Blacklisted,Batam,2026-01-27
GCD-21140,Blacklisted,Surabaya,2026-01-27
GCD-7752,Active,Jabodetabek,2026-01-28
GCD-20367,Active,Semarang,2026-01-28
GCD-25219,Blacklisted,Surabaya,2026-01-28
GCD-25155,Active,Semarang,2026-01-28
GCD-4663,Active,Surabaya,2026-01-28
GCD-8249,Frozen,Semarang,2026-01-28
GCD-25066,Active,Semarang,2026-01-28
GCD-25044,Active,Semarang,2026-01-28
GCD-20933,Blacklisted,Batam,2026-01-28
GCD-8966,Active,Yogyakarta,2026-01-28
GCD-25493,Blacklisted,Serang,2026-01-28
GCD-25624,Active,Jabodetabek,2026-01-28
GCD-20962,Active,Jabodetabek,2026-01-28
GCD-20451,Active,Yogyakarta,2026-01-28
GCD-25246,Frozen,Yogyakarta,2026-01-28
GCD-8075,Active,Semarang,2026-01-28
GCD-21129,Active,Semarang,2026-01-29
GCD-18576,Active,Jabodetabek,2026-01-29
GCD-3123,Active,Jabodetabek,2026-01-29
GCD-21016,Active,Batam,2026-01-29
GCD-20542,Active,Jabodetabek,2026-01-29
GCD-25608,Active,Surabaya,2026-01-29
GCD-25096,Active,Jabodetabek,2026-01-29
GCD-25597,Active,Jabodetabek,2026-01-29
GCD-21086,Frozen,Batam,2026-01-29
GCD-21004,Blacklisted,Batam,2026-01-29
GCD-25510,Active,Jabodetabek,2026-01-21
GCD-20859,Active,Serang,2026-01-29
GCD-25471,Active,Jabodetabek,2026-01-29
GCD-2625,Active,Jabodetabek,2026-01-29
GCD-11492,Blacklisted,Batam,2026-01-29
GCD-5080,Active,Jabodetabek,2026-01-29
GCD-25480,Active,Jabodetabek,2026-01-29
GCD-13232,Blacklisted,Semarang,2026-01-29
GCD-25290,Active,Jabodetabek,2026-01-29
GCD-20195,Active,Jabodetabek,2026-01-29
GCD-25469,Blacklisted,Batam,2026-01-29
GCD-25616,Active,Serang,2026-01-29
GCD-25679,Blacklisted,Batam,2026-01-29
GCD-20466,Blacklisted,Jabodetabek,2026-01-30
GCD-25385,Blacklisted,Batam,2026-01-30
GCD-5853,Active,Jabodetabek,2026-01-30
GCD-25509,Blacklisted,Semarang,2026-01-30
GCD-20362,Active,Jabodetabek,2026-01-30
GCD-25342,Active,Jabodetabek,2026-01-30
GCD-25177,Blacklisted,Jabodetabek,2026-01-30
GCD-25642,Active,Batam,2026-01-30
GCD-20740,Active,Medan,2026-01-30
GCD-20175,Active,Jabodetabek,2025-12-17
GCD-20919,Frozen,Surabaya,2026-01-30
GCD-21067,Active,Semarang,2026-01-30
GCD-3347,Active,Jabodetabek,2026-01-30
GCD-25465,Active,Yogyakarta,2026-01-30
GCD-21118,Active,Yogyakarta,2026-01-31
GCD-19918,Active,Surabaya,2026-01-31
GCD-20777,Blacklisted,Surabaya,2026-01-31
GCD-25167,Active,Surabaya,2026-01-31
GCD-5410,Active,Semarang,2026-01-31
GCD-19708,Active,Jabodetabek,2026-01-31
GCD-25587,Active,Serang,2026-01-31
GCD-25162,Blacklisted,Serang,2026-01-31
GCD-19882,Active,Jabodetabek,2026-01-31
GCD-25393,Blacklisted,Jabodetabek,2026-01-31
GCD-25444,Active,Jabodetabek,2026-01-31
GCD-21131,Active,Surabaya,2026-01-31
GCD-17198,Active,Surabaya,2026-01-31
GCD-7256,Blacklisted,Semarang,2026-01-31
GCD-7231,Active,Jabodetabek,2026-01-31
GCD-1415,Active,Jabodetabek,2026-01-31
GCD-4705,Active,Surabaya,2026-01-31
GCD-25357,Blacklisted,Batam,2026-01-31
GCD-21059,Active,Semarang,2026-01-31
GCD-20895,Active,Semarang,2026-01-31
GCD-25014,Active,Jabodetabek,2026-01-31
GCD-4976,Active,Jabodetabek,2026-01-31
GCD-20321,Active,Jabodetabek,2026-01-31
GCD-20872,Active,Jabodetabek,2026-01-31
GCD-25459,Blacklisted,Surabaya,2026-02-01
GCD-25173,Active,Jabodetabek,2026-02-01
GCD-25107,Active,Jabodetabek,2026-02-01
GCD-25025,Active,Semarang,2026-02-01
GCD-20892,Active,Batam,2026-02-01
GCD-2819,Active,Jabodetabek,2026-02-01
GCD-20947,Active,Medan,2026-02-02
GCD-4456,Blacklisted,Jabodetabek,2026-02-02
GCD-8576,Blacklisted,Palembang,2026-02-02
GCD-21151,Active,Palembang,2026-02-02
GCD-20767,Active,Palembang,2026-02-02
GCD-25442,Active,Palembang,2026-02-02
GCD-5439,Blacklisted,Semarang,2026-02-02
GCD-20737,Active,Bali,2026-02-03
GCD-20803,Active,Yogyakarta,2026-02-03
GCD-25681,Blacklisted,Batam,2026-02-03
GCD-25207,Active,Surabaya,2026-02-03
GCD-20951,Active,Medan,2026-02-04
GCD-20444,Active,Semarang,2026-02-04
GCD-3570,Active,Jabodetabek,2026-02-04
GCD-20988,Active,Jabodetabek,2026-02-05
OX07012618291804266,Active,Bali,2026-02-05
GCD-10803,Active,Bali,2026-02-05
GCD-20565,Frozen,Jabodetabek,2026-02-05
GCD-21127,Frozen,Surabaya,2026-02-05
GCD-21142,Active,Jabodetabek,2026-02-06
GCD-1000099,Active,Jabodetabek,2026-02-06
GCD-10016,Blacklisted,Palembang,2026-02-06
GCD-5363,Active,Yogyakarta,2026-02-08
GCD-25043,Active,Batam,2026-02-08
GCD-20200,Blacklisted,Surabaya,2026-02-09
GCD-25048,Blacklisted,Palembang,2026-02-09
GCD-20132,Blacklisted,Surabaya,2026-02-09
GCD-18483,Active,Jabodetabek,2026-02-09
GCD-25002,Active,Semarang,2026-02-11
GCD-25024,Active,Jabodetabek,2026-02-11
GCD-1000074,Active,Bali,2026-02-11
GCD-19155,Frozen,Jabodetabek,2026-02-11
GCD-5880,Active,Jabodetabek,2026-02-11
GCD-25504,Blacklisted,Jabodetabek,2026-02-11
GCD-19654,Active,Jabodetabek,2026-02-11
GCD-20999,Blacklisted,Batam,2026-02-11
GCD-1000121,Active,Jabodetabek,2026-02-11
GCD-25001,Active,Batam,2026-02-11
GCD-25114,Blacklisted,Jabodetabek,2026-02-12
GCD-20701,Active,Jabodetabek,2026-02-12
GCD-18187,Blacklisted,Bali,2026-02-12
GCD-20065,Active,Jabodetabek,2026-02-12
GCD-20601,Blacklisted,Jabodetabek,2026-02-12
GCD-20612,Blacklisted,Jabodetabek,2026-02-13
GCD-16186,Blacklisted,Surabaya,2026-02-14
GCD-4590,Active,Jabodetabek,2026-02-16
GCD-7815,Active,Bali,2026-02-16
GCD-21095,Active,Medan,2026-02-16
GCD-21002,Blacklisted,Jabodetabek,2026-02-16
GCD-7774,Active,Jabodetabek,2026-02-16
GCD-25537,Frozen,Jabodetabek,2026-02-16
GCD-19693,Active,Jabodetabek,2026-02-18
GCD-431,Active,Jabodetabek,2026-02-18
GCD-20026,Blacklisted,Jabodetabek,2026-02-18
GCD-3470,Active,Jabodetabek,2026-02-18
GCD-25143,Blacklisted,Serang,2026-02-18
GCD-18822,Blacklisted,Jabodetabek,2026-02-20
GCD-25438,Frozen,Batam,2026-02-20
GCD-20178,Active,Bali,2026-02-21
GCD-19297,Active,Jabodetabek,2026-02-21
GCD-20975,Active,Batam,2026-02-21
GCD-25418,Blacklisted,Batam,2026-02-22
GCD-20790,Active,Surabaya,2026-02-23
GCD-21127,Frozen,Surabaya,2026-02-23
GCD-10189,Active,Batam,2026-02-23
GCD-19514,Active,Jabodetabek,2026-02-23
GCD-25035,Blacklisted,Batam,2026-02-23
GCD-18304,Blacklisted,Jabodetabek,2026-02-23
GCD-1352,Active,Jabodetabek,2026-02-23
GCD-18927,Active,Jabodetabek,2026-02-23
GCD-3939,Active,Jabodetabek,2026-02-23
GCD-11319,Blacklisted,Surabaya,2026-02-23
GCD-1000202,Active,Jabodetabek,2026-02-24
GCD-15556,Active,Jabodetabek,2026-02-24
GCD-4882,Active,Yogyakarta,2026-02-24
GCD-19906,Active,Jabodetabek,2026-02-24
GCD-15733,Frozen,Surabaya,2026-02-25
GCD-4432,Active,Jabodetabek,2026-02-26
GCD-25492,Active,Surabaya,2026-02-27
GCD-25365,Active,Surabaya,2026-03-02
GCD-25379,Blacklisted,Batam,2026-03-03
GCD-8766,Blacklisted,Jabodetabek,2026-03-03
GCD-13653,Active,Jabodetabek,2026-03-04
GCD-21072,Frozen,Batam,2026-03-04
GCD-13262,Blacklisted,Surabaya,2026-03-06
GCD-25247,Frozen,Yogyakarta,2026-03-10
GCD-25600,Active,Jabodetabek,2026-03-10
GCD-25291,Active,Jabodetabek,2026-03-11
GCD-16301,Blacklisted,Jabodetabek,2026-03-12
GCD-20326,Active,Jabodetabek,2026-03-17
GCD-16186,Blacklisted,Surabaya,2026-03-18
GCD-15393,Active,Surabaya,2026-04-02
GCD-25306,Active,Jabodetabek,2026-04-07
GCD-20974,Active,Surabaya,2026-04-08
GCD-1000155,Active,Jabodetabek,2026-04-09
GCD-5638,Blacklisted,Yogyakarta,2026-04-09
GCD-20777,Blacklisted,Surabaya,2026-04-10
GCD-1000162,Active,Surabaya,2026-04-10
GCD-21056,Active,Surabaya,2026-04-14
GCD-25600,Active,Jabodetabek,2026-04-14
GCD-1000162,Active,Surabaya,2026-04-16
GCD-25657,Blacklisted,Bali,2026-04-21
OX13042615035504351,Active,Bali,2026-04-20
GCD-20363,Active,Surabaya,2026-04-25
GCD-20946,Active,Jabodetabek,2026-04-27
GCD-19781,Frozen,Jabodetabek,2026-04-29
GCD-25668,Active,Jabodetabek,2026-05-22
GCD-3470,Active,Jabodetabek,2026-05-28
GCD-15733,Frozen,Surabaya,2026-06-04
GCD-18304,Blacklisted,Jabodetabek,2026-06-24
GCD-17011,Active,Surabaya,2026-06-08
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
